mal_id,title,type,source,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,season,year,studios,producers,licensors,genres,themes,demographics,synopsis
135,Hikaru no Go,TV,Manga,75,Finished Airing,False,2001-10-10,2003-03-26,23 min per ep,PG-13 - Teens 13 or older,8.08,66812,617,1778,149941,2577,fall,2001,Studio Pierrot,TV Tokyo|Dentsu|Dream Force,VIZ Media,Comedy|Drama|Supernatural,School|Strategy Game,Shounen,"While searching through his grandfather's attic, Hikaru Shindou stumbles upon an old go board. Touching it, he is greeted by a mysterious voice, and soon after falls unconscious. When he regains his senses, he discovers that the voice is still present and belongs to Fujiwara no Sai, the spirit of an ancient go expert. A go instructor for the Japanese Emperor in the Heian Era, Sai's passion for the game transcends time and space, allowing him to continue playing his beloved game as a ghostly entity. Sai's ultimate goal is to master a divine go technique that no player has achieved so far, and he seeks to accomplish this by playing the board game through Hikaru.

Despite having no interest in board games, Hikaru reluctantly agrees to play, executing moves as instructed by Sai. However, when he encounters the young go prodigy Akira Touya, a passion for the game is slowly ignited within him. Inspired by his newfound rival, Hikaru's journey into the world of go is just beginning.

[Written "
141,Jinki:Extend,TV,Manga,12,Finished Airing,False,2005-01-06,2005-03-24,23 min per ep,R - 17+ (violence & profanity),6.15,4925,10094,6444,13382,11,winter,2005,feel.,TV Asahi|GANSIS|Fonishia,ADV Films|Funimation,Sci-Fi,Mecha,Shounen,"Aoba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets."
143,Kannazuki no Miko,TV,Manga,12,Finished Airing,False,2004-10-02,2004-12-18,24 min per ep,PG-13 - Teens 13 or older,6.81,32109,6078,2817,76756,719,fall,2004,TNK,Studio Fantasia|Remic|Front Line|Kodansha|Rondo Robe|Memory-Tech|Toshiba Entertainment|Geneon Entertainment,Sentai Filmworks|Geneon Entertainment USA,Drama|Girls Love|Supernatural,Mecha,Shounen,"Kannazuki no Miko begins in the village of Mahoroba, where time passes slowly for both man and nature. Two students from the village's prestigious Ototachibana Academy might as well be night and day. Himeko is shy and unassertive, while Chikane is bold and elegant. Despite this, they love each other, and nothing can come between them, no matter how hard they try.

On the two girls' shared birthday, a sinister voice corrupts one of their friends into attacking them, and just when it seemed grimmest, the lunar and solar priestess powers that lay dormant in the two girls awaken, dispelling the evil. That was only the first hurdle, however. The two must now fend off the countless others who would threaten their well-being—even the people closest to them!"
145,Kareshi Kanojo no Jijou,TV,Manga,26,Finished Airing,False,1998-10-02,1999-03-26,24 min per ep,PG-13 - Teens 13 or older,7.6,86765,1778,1102,254297,2903,fall,1998,Gainax|J.C.Staff,TV Tokyo|SoftX|GANSIS,Nozomi Entertainment,Comedy|Drama|Romance,School,Shoujo,"Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she has been an object of admiration all her life. However, in reality, she is an incredibly vain person who toils relentlessly to maintain her good grades, athleticism, and graceful appearance. She wants nothing more than to be the center of attention and praise—which is why she cannot stand Souichirou Arima, the male representative for her class and the only person more perfect than her. Since the first day of high school, she has struggled to steal the spotlight from her new rival but to no avail.

At last, on the midterm exams, Yukino gets the top score and beats Souichirou. But, to her surprise, he congratulates her on her achievement, leading her to question her deceptive lifestyle. When Souichirou confesses his love to Yukino, she turns him down and gloats about it at home with only a h"
156,X,TV,Manga,24,Finished Airing,False,2001-10-03,2002-03-27,24 min per ep,R+ - Mild Nudity,7.4,37093,2677,2555,89848,780,fall,2001,Madhouse,Bandai Visual|Kadokawa Shoten|d-rights|chara-ani.com|Arts Pro,Funimation|Geneon Entertainment USA,Action|Drama|Fantasy|Mystery,Super Power,Shoujo,"In the fight between the Dragons of Heaven and the Dragons of Earth, the dream seer Princess Hinoto predicts the end of humanity. A central entity, 15-year-old Kamui Shirou, is to choose whether to ally with the Dragons of Earth and destroy civilization to protect the planet or with the Dragons of Heaven to save mankind.

Following his mother's last wish, Kamui returns to Tokyo after six years of self-imposed exile. There, he attempts to steal the Sacred Sword from the temple protected by Kyougo Monou—the father of his childhood friends, Fuuma and Kotori. However, after Kamui's venture fails, a mysterious person manages to obtain the sword instead.

Believing Kamui to be the man in her prophecy, Hinoto sends the Dragons of Heaven after him to rally him to their cause. Although Kamui first rejects his destiny, the incessant attacks by the Dragons of Earth against those he holds dear push him to decide whether the lives of his friends should prevail over the fate of the Earth and finally"
157,Mahou Sensei Negima!,TV,Manga,26,Finished Airing,False,2005-01-06,2005-06-30,23 min per ep,PG-13 - Teens 13 or older,6.93,66610,5339,1794,148534,509,winter,2005,Xebec,Starchild Records,Funimation|Sentai Filmworks,Action|Comedy|Fantasy|Romance|Ecchi,Harem|School|Super Power,Shounen,"10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.

(Source: ANN, edited)"
158,Maria-sama ga Miteru,TV,Light novel,13,Finished Airing,False,2004-01-08,2004-04-01,23 min per ep,PG-13 - Teens 13 or older,7.31,23577,3132,2808,77082,729,winter,2004,Studio Deen,Rondo Robe|TV Tokyo Music,Nozomi Entertainment|Maiden Japan,Drama|Girls Love,School,Shoujo,"Sachiko Ogasawara, a brilliant and refined student at Lillian Girls' Academy, hides a troubled personality behind her status as the school idol. She has a deep aversion to men and is revolted by the idea of having to dance with a male student for the upcoming school play. Desiring to step down from her role, she proposes to the Yamayuri Council, Lillian's student council, that she will instead prove her worth by finding a petite sœur—an underclassman who becomes the protegee of her grande sœur.

To the bewilderment of all, Yumi Fukuzawa, the first-year student Sachiko invites to become her petite sœur, refuses the proposal. However, senior Yamayuri Council member Sei Satou proposes a challenge: if Sachiko can convince Yumi to become her petite sœur, she can withdraw from the play. Although Sachiko often struggles to connect with others, she endeavors to do everything in her power to win Yumi over.

[Written by MAL Rewrite]"
159,Boukyaku no Senritsu,TV,Manga,24,Finished Airing,False,2004-04-07,2004-09-22,23 min per ep,PG-13 - Teens 13 or older,6.34,6710,8983,5454,20636,42,spring,2004,J.C.Staff,Gainax|Kadokawa Shoten|TBS|Ken Media,Geneon Entertainment USA,Adventure|Fantasy|Horror|Sci-Fi,Mecha|Psychological|Space|Super Power,Shounen,"A great war occurred in the 20th century between humans and monsters. Since that time, the monsters rule the world in fear but keep relatively hidden from public view. A boy named Bokka ponders the past and wonders what became of the Meros Warriors who defended the world so bravely against the demons. He soon meets Kurofune and learns of the power of the Meros and the I-bar machines they ride in battle. Warriors are the only ones who can see and hear the Melody of Oblivion, a phantom girl hidden away waiting to be rescued and be the savior of mankind. During a battle between Kurofune and a demon, Bokka discovers something only his wildest dreams could possibly imagine...he too can hear that melody. Throughout his journeys, Bokka meets many monsters and their agents, friends, and companions as he discovers the true extent of his new powers. He must continue to battle evil in the hope of releasing Boukyaku no Senritsu and free a world that has forgotten its once beautiful melody.

(Sourc"
161,Peace Maker Kurogane,TV,Manga,24,Finished Airing,False,2003-10-08,2004-03-24,24 min per ep,R - 17+ (violence & profanity),7.31,24469,3138,3203,61319,282,fall,2003,Gonzo,GDH|TV Asahi|Imagica,ADV Films|Funimation,Action,Historical|Samurai,Shounen,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group."
162,Pita Ten,TV,Manga,26,Finished Airing,False,2002-04-07,2002-09-29,24 min per ep,G - All Ages,6.99,11467,5030,4956,26137,94,spring,2002,Madhouse,Broccoli,Nozomi Entertainment,Comedy|Fantasy|Romance,School,Shounen,"Kotarou was pretty much supposed to be your average boy, worried about the pressures of education while enjoying a simple life with his friends. Much to his despair, he one day finds the overly cheerful Misha at his door, asking to be friends out of nowhere. Even more shocking is that Misha is an apprentice angel, yet she does more bad then good. Along with Kotarou's school friends Takashi and Koboshi and the so called devil Shia (once again being able to do more good then bad), the group of friends spend their days getting into all sorts of adventures and troubles."
